IP,Time,URL,Staus
10.129.2.1,[30/Nov/2017:16:39:04,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:39:29,GET / HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:39:35,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:39:36,GET /contest.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:40:07,GET /contestsubmission.php?id=16 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:40:16,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:40:37,GET /standings.php?id=16 HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:40:37,GET /img/ruet.png HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:40:43,GET /contest.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:40:48,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:41:06,GET /details.php?id=43 HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:42:26,GET /contest.php HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:42:29,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:43:09,GET / HTTP/1.1,302
10.129.2.1,[30/Nov/2017:16:43:09,GET /login.php HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:43:10,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:43:10,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:43:10,GET /css/normalize.css HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:43:10,GET /css/style.css HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:43:10,GET /css/main.css HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:43:10,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:43:10,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:43:10,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:43:17,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:43:25,GET /sign.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:45:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:45:30,GET / HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:45:35,GET /details.php?id=41 HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:45:37,GET /compiler.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:45:40,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:45:53,GET /contestsubmission.php?id=16 HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:46:40,GET /home.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:47:35,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:47:36,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:47:36,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:47:36,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:47:37,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:47:37,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:47:37,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:47:38,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:47:38,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:47:38,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:47:56,GET /details.php?id=45 HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:48:14,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.128.2.1,[30/Nov/2017:16:48:15,GET /login.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:48:18,POST /process.php HTTP/1.1,302
10.128.2.1,[30/Nov/2017:16:48:18,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:48:22,GET /standings.php?id=16 HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:48:29,GET /contestsubmission.php?id=16&show=dhruba_1603088 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:49:28,GET / HTTP/1.1,302
10.128.2.1,[30/Nov/2017:16:49:30,GET /login.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:49:31,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:49:31,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:49:32,GET /css/normalize.css HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:49:32,GET /css/main.css HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:49:32,GET /css/style.css HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:49:33,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:49:33,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:49:33,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:07,GET / HTTP/1.1,302
10.130.2.1,[30/Nov/2017:16:50:08,GET /login.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:50:08,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:08,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:08,GET /css/main.css HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:50:08,GET /css/style.css HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:50:08,GET /css/normalize.css HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:09,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:50:09,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:50:09,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:50:16,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:18,GET /contest.php HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:50:38,GET /sign.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:50:41,GET / HTTP/1.1,302
10.131.0.1,[30/Nov/2017:16:50:41,GET /login.php HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:44,GET /css/bootstrap.min.css HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:50:44,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:50:44,GET /css/normalize.css HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:44,GET /css/main.css HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:50:45,GET /standings.php?id=16 HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:45,GET /css/style.css HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:50:45,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:50:45,GET /img/ruet.png HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:46,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:51,GET /contestproblem.php?name= HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:50:54,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:56,GET /contest.php HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:50:59,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:51:01,POST /action.php HTTP/1.1,302
10.130.2.1,[30/Nov/2017:16:51:01,GET /sign.php?value=fail HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:51:08,GET /standings.php?id=16 HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:51:08,GET /img/ruet.png HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:51:11,GET /standings.php?id=16 HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:51:13,GET /login.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:51:31,POST /process.php HTTP/1.1,302
10.128.2.1,[30/Nov/2017:16:51:31,GET /login.php?value=fail HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:51:35,GET /sign.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:52:04,POST /action.php HTTP/1.1,302
10.128.2.1,[30/Nov/2017:16:52:06,GET /login.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:52:27,POST /process.php HTTP/1.1,302
10.129.2.1,[30/Nov/2017:16:52:28,GET /home.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:52:28,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:52:28,GET /js/vendor/moment.min.js HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:52:48,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:53:11,GET /details.php?id=45 HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:54:07,GET / HTTP/1.1,302
10.129.2.1,[30/Nov/2017:16:54:07,GET /login.php HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:54:16,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:54:20,GET /details.php?id=45 HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:54:46,GET /standings.php?id=16 HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:54:46,GET /contestsubmit.php?id=43 HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:54:46,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:54:46,GET /img/ruet.png HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:54:50,GET /standings.php?id=16 HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:54:54,POST /pcompile.php HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:55:00,POST /contestsubmission.php HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:55:11,GET /details.php?name=Another%20Multiplication%20Game&cod=16 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:55:35,GET /standings.php?id=16 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:55:36,GET /css/bootstrap.min.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:16:55:36,GET /css/font-awesome.min.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:16:55:36,GET /css/main.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:16:55:36,GET /css/style.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:16:55:36,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.131.0.1,[30/Nov/2017:16:55:36,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:16:55:36,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:16:55:36,GET /js/vendor/moment.min.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:16:59:04,GET / HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:59:04,GET /css/normalize.css HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:59:08,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:59:09,GET /contestsubmit.php?id=45 HTTP/1.1,302
10.131.2.1,[30/Nov/2017:16:59:10,GET /login.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:59:23,POST /process.php HTTP/1.1,302
10.131.2.1,[30/Nov/2017:16:59:24,GET /contestsubmit.php?id=45 HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:59:33,GET / HTTP/1.1,302
10.128.2.1,[30/Nov/2017:16:59:33,GET /login.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:59:33,GET /css/bootstrap.min.css HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:59:33,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:59:33,GET /css/normalize.css HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:59:33,GET /css/font-awesome.min.css HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:59:33,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:59:33,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1,[30/Nov/2017:16:59:33,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:59:33,GET /css/style.css HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:59:33,GET /css/main.css HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:59:35,GET /standings.php?id=16 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:59:38,POST /pcompile.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:59:45,GET /fonts/fontawesome-webfont.woff?v=4.6.3 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:59:46,POST /contestsubmission.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:59:48,GET /sign.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:59:48,GET /css/normalize.css HTTP/1.1,304
10.131.0.1,[30/Nov/2017:16:59:48,GET /css/main.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:16:59:48,GET /css/style.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:16:59:48,GET /css/font-awesome.min.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:16:59:48,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:16:59:49,GET /css/bootstrap.min.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:16:59:49,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.129.2.1,[30/Nov/2017:16:59:49,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.129.2.1,[30/Nov/2017:16:59:49,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:00:07,GET /details.php?name=Factorial%20Factorization&cod=16 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:17:00:14,GET /contestsubmit.php?id=42 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:17:00:20,POST /pcompile.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:17:00:23,POST /contestsubmission.php HTTP/1.1,200
10.131.0.1,[30/Nov/2017:17:00:25,GET /details.php?id=42 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:17:00:31,GET /standings.php?id=16 HTTP/1.1,302
10.131.2.1,[30/Nov/2017:17:00:32,GET /standings.php?id=16 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:17:00:32,GET /img/ruet.png HTTP/1.1,200
10.128.2.1,[30/Nov/2017:17:00:34,GET /login.php HTTP/1.1,200
10.131.0.1,[30/Nov/2017:17:00:47,POST /action.php HTTP/1.1,302
10.131.0.1,[30/Nov/2017:17:00:48,GET /login.php HTTP/1.1,200
10.131.0.1,[30/Nov/2017:17:00:48,GET /css/bootstrap.min.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:00:48,GET /css/style.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:00:48,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:00:48,GET /css/normalize.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:00:48,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:00:48,GET /css/main.css HTTP/1.1,304
10.129.2.1,[30/Nov/2017:17:00:48,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:00:48,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:00:48,GET /css/font-awesome.min.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:00:50,POST /process.php HTTP/1.1,302
10.128.2.1,[30/Nov/2017:17:00:51,GET /standings.php?id=16 HTTP/1.1,200
10.128.2.1,[30/Nov/2017:17:00:53,POST /action.php HTTP/1.1,302
10.128.2.1,[30/Nov/2017:17:00:53,GET /sign.php?value=fail HTTP/1.1,200
10.128.2.1,[30/Nov/2017:17:00:53,GET /css/bootstrap.min.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:00:53,GET /css/style.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:00:53,GET /css/normalize.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:00:53,GET /css/main.css HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:00:53,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:00:53,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:00:53,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:00:53,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.129.2.1,[30/Nov/2017:17:00:53,GET /css/font-awesome.min.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:01:10,POST /action.php HTTP/1.1,302
10.130.2.1,[30/Nov/2017:17:01:11,GET /login.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:17:01:11,GET /css/bootstrap.min.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:01:11,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:01:11,GET /css/normalize.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:01:11,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:01:11,GET /css/style.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:01:11,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:01:11,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:01:11,GET /css/font-awesome.min.css HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:01:11,GET /css/main.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:01:16,GET /contestsubmit.php?id=45 HTTP/1.1,200
10.130.2.1,[30/Nov/2017:17:01:30,POST /pcompile.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:17:01:33,POST /contestsubmission.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:17:01:40,POST /process.php HTTP/1.1,302
10.131.2.1,[30/Nov/2017:17:01:40,GET /home.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:17:01:40,GET /css/bootstrap.min.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:01:40,GET /css/normalize.css HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:01:40,GET /js/vendor/moment.min.js HTTP/1.1,200
10.130.2.1,[30/Nov/2017:17:01:40,GET /css/font-awesome.min.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:01:40,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:01:40,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:01:40,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:01:40,GET /css/style.css HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:01:40,GET /css/main.css HTTP/1.1,304
10.129.2.1,[30/Nov/2017:17:01:40,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:01:55,GET /details.php?id=41 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:17:01:57,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[30/Nov/2017:17:01:59,GET /img/ruet.png HTTP/1.1,200
10.128.2.1,[30/Nov/2017:17:02:09,GET /details.php?id=42 HTTP/1.1,200
10.131.0.1,[30/Nov/2017:17:02:16,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,[30/Nov/2017:17:02:16,GET /css/bootstrap.min.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:02:16,GET /css/normalize.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:02:16,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:02:16,GET /css/font-awesome.min.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:02:16,GET /css/main.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:02:16,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.129.2.1,[30/Nov/2017:17:02:16,GET /css/style.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:02:16,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:02:16,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.129.2.1,[30/Nov/2017:17:02:31,GET /details.php?id=41 HTTP/1.1,200
10.129.2.1,[30/Nov/2017:17:02:31,GET /css/bootstrap.min.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:02:31,GET /css/main.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:02:31,GET /css/style.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:02:31,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:02:31,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:02:31,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:02:31,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:02:31,GET /css/normalize.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:02:31,GET /css/font-awesome.min.css HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:02:33,GET /contest.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:17:02:34,GET /details.php?name=Factorial%20Factorization&cod=16 HTTP/1.1,200
10.131.0.1,[30/Nov/2017:17:02:35,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,[30/Nov/2017:17:02:46,GET /contestsubmission.php?id=16 HTTP/1.1,200
10.130.2.1,[30/Nov/2017:17:02:53,GET / HTTP/1.1,302
10.130.2.1,[30/Nov/2017:17:02:54,GET /login.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:17:02:54,GET /css/bootstrap.min.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:02:55,GET /css/font-awesome.min.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:02:55,GET /css/normalize.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:02:55,GET /css/main.css HTTP/1.1,304
10.129.2.1,[30/Nov/2017:17:02:55,GET /css/style.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:02:55,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.129.2.1,[30/Nov/2017:17:02:55,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:02:55,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:02:56,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:03:05,GET /standings.php?id=16 HTTP/1.1,200
10.131.0.1,[30/Nov/2017:17:03:05,GET /img/ruet.png HTTP/1.1,200
10.128.2.1,[30/Nov/2017:17:03:07,POST /process.php HTTP/1.1,302
10.129.2.1,[30/Nov/2017:17:03:08,GET /home.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:17:03:09,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,[30/Nov/2017:17:03:09,GET /css/bootstrap.min.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:03:09,GET /css/style.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:03:09,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:03:09,GET /css/main.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:03:09,GET /css/normalize.css HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:03:09,GET /css/font-awesome.min.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:03:09,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.129.2.1,[30/Nov/2017:17:03:09,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:03:09,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.131.0.1,[30/Nov/2017:17:03:09,POST /home.php HTTP/1.1,200
10.131.0.1,[30/Nov/2017:17:03:10,GET /css/bootstrap.min.css HTTP/1.1,304
10.130.2.1,[30/Nov/2017:17:03:10,GET /css/main.css HTTP/1.1,304
10.129.2.1,[30/Nov/2017:17:03:10,GET /css/style.css HTTP/1.1,304
10.128.2.1,[30/Nov/2017:17:03:10,GET /css/normalize.css HTTP/1.1,304
10.131.2.1,[30/Nov/2017:17:03:10,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
